tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,kota
2018-09-15,21.2,33.8,26.7,74,0,7.3,4,10,Serang
2018-09-16,22,33.6,27.7,71,0,8,6,30,Serang
2018-09-17,21.2,35,27.5,68,0,8.4,6,350,Serang
2018-09-18,21.6,35,28.3,70,0,9.5,4,360,Serang
2018-09-19,25,32,27.7,78,,5.2,4,30,Serang
2018-09-20,24.2,33,28.1,78,0,0,4,50,Serang
2018-09-21,24.6,31.6,26.7,84,5.5,4,3,240,Serang
2018-09-22,23,33.8,27.8,75,0.7,0,5,30,Serang
2018-09-23,23.4,33.6,27.1,82,0,9.4,5,20,Serang
2018-09-24,22.6,34.6,27.8,75,,9.2,4,50,Serang
2018-09-25,22.6,34.6,28,74,0,9.3,4,10,Serang
2018-09-26,21.8,34.6,28.2,72,0,9.2,4,40,Serang
2018-09-27,23.6,34,28.1,78,0,9.6,4,20,Serang
2018-09-28,23.8,34.2,28.4,75,0,6.7,4,10,Serang
2018-09-29,21.8,34.2,27.3,78,,5.5,4,90,Serang
2018-09-30,21.8,34,28,74,0,8.2,4,30,Serang
2018-10-01,23.6,34.4,28.5,74,0,6.8,6,40,Serang
2018-10-02,23.8,33.6,28.2,78,0,7.8,4,340,Serang
2018-10-03,24.4,34.6,28.6,77,0,8.9,4,10,Serang
2018-10-04,24.6,32.6,28.3,78,0.3,6.8,5,30,Serang
2018-10-05,24.8,33,29,78,,5.4,4,10,Serang
2018-10-06,25.2,34.2,29.1,77,0,3.6,4,50,Serang
2018-10-07,23.6,33.8,28.4,73,0,8.8,4,40,Serang
2018-10-08,23.6,35.2,29.1,70,0,8.8,4,20,Serang
2018-10-09,23.6,35.2,28.5,72,,9,3,10,Serang
2018-10-10,22.4,34.8,28.7,71,0,8.4,4,20,Serang
2018-10-11,23.8,34.8,29,73,0,8.4,4,20,Serang
2018-10-12,23.8,33.8,28.5,76,0,8.3,4,60,Serang
2018-10-13,,34,29.5,70,0,4.1,3,350,Serang
2018-10-14,24.4,33.8,28.3,75,,2,3,20,Serang
2018-10-15,24.2,32.4,28.6,79,,3,3,280,Serang
2018-10-16,23.2,35,28.8,76,,0,4,0,Serang
2018-10-17,24.2,35.6,29.3,71,0,8.6,4,270,Serang
2018-10-18,24.4,34,28.6,71,0,6.6,5,170,Serang
2018-10-19,23.2,32.8,26,83,,4.2,3,10,Serang
2018-10-20,23.2,33.8,28.7,76,37,1.7,4,310,Serang
2018-10-21,23.8,34.4,28.7,77,0,5,4,40,Serang
2018-10-22,24.6,34.2,29.2,75,0,9,4,350,Serang
2018-10-23,25,33.5,28.1,80,1.8,8.9,3,350,Serang
2018-10-24,24,33.6,28.7,75,,2.9,3,60,Serang
2018-10-25,23.6,35.4,29.3,75,0,5.3,5,30,Serang
2018-10-26,24.2,35,29.4,73,0,9.2,4,30,Serang
2018-10-27,24.2,32.8,26.6,86,0,8.2,4,40,Serang
2018-10-28,25,33.7,28.4,78,8.8,1.1,3,10,Serang
2018-10-29,24.4,34.2,28.6,80,13.8,3.6,3,20,Serang
2018-10-30,24.2,32.4,26,92,0,7.7,4,300,Serang
2018-10-31,23.4,33.2,28.4,82,25.9,2.6,5,0,Serang
2018-11-01,24.4,33.8,28.1,78,0,4.5,4,10,Serang
2018-11-02,24.8,32.8,28.2,79,0.2,7,4,10,Serang
2018-11-03,25,34.6,27.6,84,,2.7,4,190,Serang
2018-11-04,24.2,33.8,28.1,83,13,3.7,4,330,Serang
2018-11-05,24.4,33,28.6,82,0,4.5,3,20,Serang
2018-11-06,24.6,34.4,27.3,83,1.3,2.3,6,180,Serang
2018-11-07,24.2,32.2,27.3,86,1.5,7.1,3,240,Serang
2018-11-08,24.6,31.8,27.2,84,0.2,3,3,140,Serang
2018-11-09,24,31,27.3,88,0.7,0,3,250,Serang
2018-11-10,24.2,32.2,27.3,87,15.4,0.6,5,310,Serang
2018-11-11,24.2,30,26,90,32,3.7,4,320,Serang
2018-11-12,24,32.2,27.2,84,,0,3,20,Serang
2018-11-13,24,32,26.8,86,,2.6,4,220,Serang
2018-11-14,24.8,32.8,28.8,74,,3.3,4,260,Serang
2018-11-15,24.4,34.2,28.3,75,1.6,1.5,6,260,Serang
2018-11-16,24.8,36.4,29.8,71,,5.5,3,210,Serang
2018-11-17,23.8,35.8,29.7,72,0,8.6,4,20,Serang
2018-11-18,24.6,33.4,27.9,80,0.8,5.7,2,60,Serang
2018-11-19,24.6,34.2,29,75,0.8,1,4,10,Serang
2018-11-20,24.2,34.8,28.1,81,0,4,3,350,Serang
2018-11-21,24,33,26.7,85,3.8,7.3,3,350,Serang
2018-11-22,23.8,34.4,29.2,75,,4.8,3,270,Serang
2018-11-23,24,34,28.6,80,0,6.4,8,160,Serang
2018-11-24,24.2,32,27.2,83,39.2,5.6,4,40,Serang
2018-11-25,23.8,31.6,27,84,,3.9,3,290,Serang
2018-11-26,23,33,26.3,85,0,0.4,3,320,Serang
2018-11-27,23,33.8,27.9,80,2,1.2,3,270,Serang
2018-11-28,23.8,33.6,28.2,81,0,7.6,4,10,Serang
2018-11-29,24.8,33.4,28.2,84,,6.3,3,60,Serang
2018-11-30,24.6,32.4,26.8,91,4,6.3,2,160,Serang
2018-12-01,24.2,32,26.6,89,6,3,3,160,Serang
2018-12-02,23.8,33.8,28.4,77,18.3,1.6,6,210,Serang
2018-12-03,25.4,33.6,26.8,89,0,3.7,3,320,Serang
2018-12-04,24.4,31.4,26.5,87,5.1,0.4,3,10,Serang
2018-12-05,23.6,32.6,27.1,83,,,3,10,Serang
2018-12-06,24.2,33.2,27.2,84,,2,4,210,Serang
2018-12-07,23.8,33.8,28.1,80,2.6,4.7,4,20,Serang
2018-12-08,24,34,28.1,82,0,6.3,3,240,Serang
2018-12-09,24,32.6,28.2,80,1.4,4.3,3,40,Serang
2018-12-10,24.4,32,27,88,0,3,0,270,Serang
2018-12-11,24,33.6,26.6,86,0.2,3,5,270,Serang
2018-12-12,24.2,33.4,27.4,86,,2.9,4,280,Serang
2018-12-13,24.4,34.6,28.2,80,2.4,1.7,4,240,Serang
2018-12-14,23.6,33.2,28,79,,7.6,10,230,Serang
2018-12-15,24.4,27.8,25.7,91,15.3,8,3,230,Serang
2018-12-16,24.2,31.6,26.7,82,22.5,0,4,220,Serang
2018-12-17,24.8,34.8,30.1,67,,1.6,7,280,Serang
2018-12-18,24,34.8,28.4,76,,11.4,6,260,Serang
2018-12-19,23.8,34.2,28.4,76,0,10.1,3,230,Serang
2018-12-20,24.2,33.2,28.2,75,,6.1,6,250,Serang
2018-12-21,24,32,27.6,75,0,9.8,4,360,Serang
2018-12-22,25.2,32.2,27.6,82,,3.2,4,250,Serang
2018-12-23,,,24.9,92,18.4,,4,260,Serang
2018-12-24,24,30.4,26.5,82,18.2,0,4,250,Serang
2018-12-25,,28.2,25.7,88,8.1,5.6,6,230,Serang
2018-12-26,23.4,29,24.6,93,29.8,2.2,6,270,Serang
2018-12-27,23.4,28.8,26.4,86,18.5,1.1,7,260,Serang
2018-12-28,22.6,30.4,27.5,78,1.1,2.1,8,230,Serang
2018-12-29,23.4,30.4,28,80,,5.4,7,280,Serang
2018-12-30,26.8,31.6,28.6,77,,4.3,6,170,Serang
2018-12-31,25.8,31,27.6,84,,6.7,7,250,Serang
2019-01-01,22.2,29.2,25,92,55.1,0.5,3,250,Serang
2019-01-02,22.4,31.4,27.4,82,14.2,0.2,5,250,Serang
2019-01-03,23,31.8,26.5,83,45.4,7.8,6,260,Serang
2019-01-04,22.8,33.4,28.3,73,0.4,7,4,290,Serang
2019-01-05,24.4,34.2,28.9,72,,11.4,4,310,Serang
2019-01-06,24,34,29,76,0,11,4,10,Serang
2019-01-07,,33.6,28.5,79,0,10.8,3,10,Serang
2019-01-08,25,33.6,28.4,84,,8.8,3,360,Serang
2019-01-09,25.2,34,28.5,82,0.2,5.5,3,10,Serang
2019-01-10,24.4,32.2,27.5,84,2.8,4.9,3,340,Serang
2019-01-11,24.2,34,29,80,,7.2,3,300,Serang
2019-01-12,24.8,33.6,27.7,83,,10.5,4,30,Serang
2019-01-13,23.8,32.2,27.1,91,29.8,6.5,4,300,Serang
2019-01-14,24.4,30,26.7,89,30.1,0,2,300,Serang
2019-01-15,24,32.8,28.1,79,0.6,0,9,250,Serang
2019-01-16,24.8,30.6,27.1,87,3.2,4.8,4,270,Serang
2019-01-17,25,31,27.8,79,0.4,0.5,4,230,Serang
2019-01-18,26,33.6,28.4,79,0.2,1.1,3,230,Serang
2019-01-19,25,30,27.6,81,0,4.2,4,310,Serang
2019-01-20,24.6,32,28,82,13.1,2,4,350,Serang
2019-01-21,25.2,31.6,27,88,,2.9,3,50,Serang
2019-01-22,23.4,30.2,26.3,89,64.9,0.9,3,310,Serang
2019-01-23,24,32.8,28,82,0.4,1,4,320,Serang
2019-01-24,23.8,33.4,28.1,85,5.4,4.8,4,10,Serang
2019-01-25,23.8,30.2,26,92,34.8,7.3,2,280,Serang
2019-01-26,23.6,33,28.1,84,17,0.9,7,50,Serang
2019-01-27,25.2,31.2,27.9,81,1.5,5.2,3,310,Serang
2019-01-28,25.4,32.4,28.4,78,,0,3,310,Serang
2019-01-29,25,31,28.1,84,0,3.4,5,340,Serang
2019-01-30,24.8,32.4,27.7,86,12.2,4.1,5,290,Serang
2019-01-31,24.4,33,28.3,78,0,4.9,3,320,Serang
2019-02-01,24.6,33.4,28.1,80,,5.2,3,310,Serang
2019-02-02,24.2,32.8,27.7,80,4.4,6.1,3,330,Serang
2019-02-03,23.6,33.2,27.7,82,0,7.5,2,310,Serang
2019-02-04,24.2,32,28.6,77,,8.5,4,320,Serang
2019-02-05,25.4,32.4,28.2,80,1.2,2.8,7,270,Serang
2019-02-06,25,32.8,28.4,80,1.5,6.3,4,240,Serang
2019-02-07,24.6,33.2,27.7,82,13.1,7,4,250,Serang
2019-02-08,24.2,32,26.4,88,1.8,7.5,4,200,Serang
2019-02-09,24,32.4,27.6,82,18.5,5.8,3,170,Serang
2019-02-10,24.6,33.4,28.1,80,0,5.4,4,230,Serang
2019-02-11,24,34.2,28.3,76,0.7,5.2,3,310,Serang
2019-02-12,24.4,32.2,28,82,,7.3,3,330,Serang
2019-02-13,24.2,32.8,28.2,80,,6.5,4,20,Serang
2019-02-14,25,31.2,27.5,88,9,3.6,4,340,Serang
2019-02-15,24.2,29.8,27.1,88,7.1,4.3,6,330,Serang
2019-02-16,23.6,32,27.3,86,55.6,1.7,3,30,Serang
2019-02-17,23.6,30.8,26.4,88,47.3,6.5,4,300,Serang
2019-02-18,23.6,33,28,82,2,1,4,20,Serang
2019-02-19,24.4,33.4,27.4,84,,4.8,4,40,Serang
2019-02-20,24.2,32.6,28.3,83,0,8.4,4,340,Serang
2019-02-21,24.8,32.8,27.9,83,0,2.9,5,40,Serang
2019-02-22,24.6,32.4,27.6,84,1.8,6.1,4,350,Serang
2019-02-23,24,32.8,27.2,84,1.2,7.8,3,20,Serang
2019-02-24,24,32.4,27.6,84,7.4,6,4,10,Serang
2019-02-25,24.2,33.2,28.1,83,4.6,5.6,4,40,Serang
2019-02-26,24.8,32.8,28.3,81,1,8.8,4,50,Serang
2019-02-27,25,33.4,28.1,84,,9.5,5,10,Serang
2019-02-28,24.2,32,27.5,86,1.7,5,3,350,Serang
2019-03-01,25,31.8,27.6,88,8.8,3.2,4,340,Serang
2019-03-02,24.6,32.2,27.9,82,1.1,1.9,3,310,Serang
2019-03-03,24.6,32,26.2,90,4.1,2.2,3,290,Serang
2019-03-04,22.6,32.4,27.1,83,0.3,0.4,4,20,Serang
2019-03-05,22.2,31.2,27.4,85,3.7,8.5,3,280,Serang
2019-03-06,23.8,28.6,24.7,94,41,3.8,3,120,Serang
2019-03-07,22.8,30.8,26.3,85,14.8,0,3,60,Serang
2019-03-08,23,33,27.8,84,0,0.9,4,10,Serang
2019-03-09,24,32.8,26.9,86,1.6,7.8,4,360,Serang
2019-03-10,23.6,32.8,27.8,79,,4,4,260,Serang
2019-03-11,25,30.2,26.4,88,1.4,5,2,270,Serang
2019-03-12,23.6,30.2,26.8,84,16,1.1,3,40,Serang
2019-03-13,23.4,33.8,27.5,82,13.6,1.2,8,310,Serang
2019-03-14,22.8,31.8,26.5,84,32.5,2.9,2,40,Serang
2019-03-15,22.6,33.8,27.5,81,0,4.5,3,240,Serang
2019-03-16,23.6,30,27.1,79,0.1,7.3,3,220,Serang
2019-03-17,24.8,32.4,26.8,81,0,1.1,3,260,Serang
2019-03-18,23.4,32.6,26.7,81,18.2,3.9,4,270,Serang
2019-03-19,24,27.8,25.6,86,2,5.3,5,270,Serang
2019-03-20,23.4,32.6,28,80,26.4,1.5,4,10,Serang
2019-03-21,24.8,32,28.1,80,0,9.6,4,250,Serang
2019-03-22,25,31.4,27.6,84,1,3.9,5,280,Serang
2019-03-23,25,32.2,28,82,5.2,3.8,4,260,Serang
2019-03-24,25,32.8,28.1,80,11.4,5.5,3,230,Serang
2019-03-25,24,32.4,28,81,,6.5,4,290,Serang
2019-03-26,24.2,33.4,27.8,82,0,6.5,4,350,Serang
2019-03-27,24.2,32.8,27.7,84,3.8,8,3,220,Serang
2019-03-28,24.8,33,27.8,80,1.7,3.4,2,250,Serang
2019-03-29,24.4,34.8,28.4,79,,2.5,4,350,Serang
2019-03-30,23.6,34,27.5,81,1.2,6.5,4,30,Serang
2019-03-31,23.4,34.4,27.8,81,0,7.2,4,270,Serang
2019-04-01,23.4,,28.1,77,,7.6,4,260,Serang
2019-04-02,23.6,33.8,28.8,76,0.3,7.7,5,290,Serang
2019-04-03,23.8,34,27.7,78,0,8.3,2,20,Serang
2019-04-04,24.4,33.2,28.1,82,2.7,8.5,3,360,Serang
2019-04-05,23.6,32.8,28.1,82,1.3,7.6,4,20,Serang
2019-04-06,25,33.4,28.1,84,0,6.8,3,40,Serang
2019-04-07,23.6,33.2,27,87,11.5,5.6,7,140,Serang
2019-04-08,24.4,34.4,28.9,80,2.8,5.3,3,80,Serang
2019-04-09,24.4,33.8,28.3,78,0,8.2,3,20,Serang
2019-04-10,24,33.8,28,82,0,8.2,3,20,Serang
2019-04-11,24.6,32,27.1,85,,8.4,8,260,Serang
2019-04-12,24.4,33.4,28.7,79,0.4,6.8,5,240,Serang
2019-04-13,24.6,34.4,29.1,78,0,9.8,3,210,Serang
2019-04-14,25.4,34.4,28.7,79,0,0,3,280,Serang
2019-04-15,24.8,34,27.6,84,9.4,5.6,4,30,Serang
2019-04-16,24,33.6,26.7,87,1.8,5.7,3,20,Serang
2019-04-17,23.8,33.8,28.1,84,15.5,4.3,4,350,Serang
2019-04-18,24.4,33.8,26.6,92,0,8.5,2,80,Serang
2019-04-19,24.4,33.4,27.6,86,26.2,3.9,6,10,Serang
2019-04-20,23.6,30.8,26.8,86,20.9,10.3,2,330,Serang
2019-04-21,23.9,33,27.3,83,3.2,0.7,5,20,Serang
2019-04-22,24.2,32.7,28.5,78,1.3,3,4,10,Serang
2019-04-23,24.4,34.2,28.3,82,0,1.8,4,90,Serang
2019-04-24,25.6,30.2,27.1,87,,5.8,5,120,Serang
2019-04-25,24.6,33.4,28.4,82,3.2,0.3,4,50,Serang
2019-04-26,24.6,33.4,27.8,85,12.1,7.4,4,30,Serang
2019-04-27,25.2,30.8,26.8,88,9.1,4.1,3,240,Serang
2019-04-28,24,,27.1,88,2,1.4,3,20,Serang
2019-04-29,24.6,32.6,26.5,92,13,3.7,2,30,Serang
2019-04-30,25.2,31.8,28,87,14,4.6,5,250,Serang
2019-05-01,26,32.4,28,72,,4.9,5,270,Serang
2019-05-02,24,33,28.6,77,,2.8,4,270,Serang
2019-05-03,23.6,34.4,28.4,78,0,9.5,4,20,Serang
2019-05-04,24.4,33.6,28.3,83,0,8.1,4,20,Serang
2019-05-05,24,34,28,82,4.8,7.3,4,20,Serang
2019-05-06,24,31.4,26.8,86,,6.1,2,160,Serang
2019-05-07,23,33.6,27.7,84,15.2,1.9,3,20,Serang
2019-05-08,24,33.6,28,82,0,7.8,3,320,Serang
2019-05-09,24,33.4,27.5,83,0.2,6.8,4,250,Serang
2019-05-10,25,33,28.1,78,5.5,5.1,3,10,Serang
2019-05-11,25,32.6,28.3,82,0.2,5.7,4,60,Serang
2019-05-12,26,33.2,28.4,81,0,5.2,6,20,Serang
2019-05-13,25,33.4,28,79,,7.5,3,30,Serang
2019-05-14,25,33.3,28.6,80,6.6,6.3,6,50,Serang
2019-05-15,24,33.2,27.9,83,0,8,3,170,Serang
2019-05-16,24,33.2,27.8,86,11.3,3.1,3,290,Serang
2019-05-17,24,33,27.8,78,0.5,3.2,3,140,Serang
2019-05-18,24,33.2,27.9,78,0,8,6,40,Serang
2019-05-19,25,33.4,29.4,72,0,6.7,4,80,Serang
2019-05-20,25,33.2,28.7,80,0.1,6.2,4,20,Serang
2019-05-21,25,33,28.3,80,5.2,5.3,3,50,Serang
2019-05-22,25,33.2,28.6,78,0,4.9,5,50,Serang
2019-05-23,25,33.8,29,77,0,9,3,30,Serang
2019-05-24,24,33.8,28.1,76,0,3.4,8,50,Serang
2019-05-25,24,33.8,27.8,79,0,10,6,20,Serang
2019-05-26,24,33.6,28,78,0,6.6,3,20,Serang
2019-05-27,24,33.8,28.8,74,0,5.4,3,20,Serang
2019-05-28,24,34.4,28.9,77,0,10.3,4,30,Serang
2019-05-29,25,33.6,28,84,0,8.1,3,200,Serang
2019-05-30,24,33.6,28.5,79,44.2,5.1,4,30,Serang
2019-05-31,25,33.8,28.2,80,0,5.8,3,30,Serang
2019-06-01,25,33.4,28.1,78,,6.7,3,290,Serang
2019-06-02,25,32.2,27.9,78,0,5,3,320,Serang
2019-06-03,23,32.2,26.9,81,0,2.3,2,20,Serang
2019-06-04,23,33.2,27.1,77,0,0,3,30,Serang
2019-06-05,23,34,28.5,78,0,8.6,4,50,Serang
2019-06-06,25,33.6,28.5,80,0,10,5,50,Serang
2019-06-07,25,32.4,27.7,85,0,7.6,3,290,Serang
2019-06-08,24,33,27.4,81,3.6,2.8,3,240,Serang
2019-06-09,24,33.2,27.9,80,0,1.4,3,10,Serang
2019-06-10,23,34,28.4,74,0,7,4,70,Serang
2019-06-11,24,34,28.1,78,0,9.8,3,360,Serang
2019-06-12,24,33.6,28.3,80,0,8,3,320,Serang
2019-06-13,24,33.4,28.5,81,0,6.8,3,20,Serang
2019-06-14,26,33.2,28.2,85,0,4.2,2,330,Serang
2019-06-15,26,34,28.8,80,2.3,1.6,3,20,Serang
2019-06-16,25,33.2,28.4,82,0.5,7.3,3,180,Serang
2019-06-17,24,32.2,27.8,80,3.4,1.2,5,60,Serang
2019-06-18,24,33,27.6,76,0,2.8,4,30,Serang
2019-06-19,23,33.2,26.9,75,0,9,3,20,Serang
2019-06-20,22,33.8,27.8,71,0,7.8,4,20,Serang
2019-06-21,24,33,27.5,78,0,7.3,4,30,Serang
2019-06-22,23,32.2,27.1,77,0,9.8,4,20,Serang
2019-06-23,22,31.6,26.7,74,0,2,3,150,Serang
2019-06-24,21,32.4,25.9,77,0,5.3,3,360,Serang
2019-06-25,21,32.6,26.5,78,0,3.8,4,30,Serang
2019-06-26,22,33.4,27,79,0,8,3,360,Serang
2019-06-27,22,33.6,27.4,76,0,8.3,3,280,Serang
2019-06-28,23,33.4,27.1,80,0,5.3,3,340,Serang
2019-06-29,23,32.4,27,77,0,3.5,3,10,Serang
2019-06-30,23,33,27.8,74,0.2,6.2,4,350,Serang
2019-07-01,24,32.4,27.4,74,0,8.1,4,40,Serang
2019-07-02,22,32.2,26.6,76,0,7.8,5,70,Serang
2019-07-03,23,32.8,26.9,75,0,3.6,3,10,Serang
2019-07-04,23,33,27.6,80,0,7.6,3,130,Serang
2019-07-05,22,33.6,27.8,79,,6.2,4,20,Serang
2019-07-06,24,33,28,78,6,6.2,5,50,Serang
2019-07-07,24,33.4,28.2,76,0,9.3,7,40,Serang
2019-07-08,24,33,27.8,79,0,6.1,4,90,Serang
2019-07-09,24,32,27.4,82,5.2,7.3,3,10,Serang
2019-07-10,24,31.3,26.6,78,3.2,5.2,6,50,Serang
2019-07-11,23,32.6,27.3,74,0,7.5,6,50,Serang
2019-07-12,23,33.6,27.2,71,0,7.2,4,30,Serang
2019-07-13,22,33.2,26.8,74,0,9.2,3,20,Serang
2019-07-14,22,32.8,26.8,79,0,6.7,4,50,Serang
2019-07-15,22,32.1,26.1,72,0,6.3,4,30,Serang
2019-07-16,22,33.2,26.4,72,0,7.2,4,20,Serang
2019-07-17,22,33,26.4,70,0,9.1,5,40,Serang
2019-07-18,21,32.8,26,72,0,9.8,3,80,Serang
2019-07-19,21,33.4,27.2,74,0,7.3,4,70,Serang
2019-07-20,23,32.6,28.4,76,0,5.1,3,10,Serang
2019-07-21,22,33.8,28.3,75,0,1,3,10,Serang
2019-07-22,25,33.8,27.9,78,0,7,4,30,Serang
2019-07-23,23,32.4,27,72,0,8.8,4,30,Serang
2019-07-24,23,33.2,27.3,68,0,9.7,4,50,Serang
2019-07-25,22,34,26.5,74,0,9.1,4,10,Serang
2019-07-26,22,33.2,27.3,75,0,9.8,4,50,Serang
2019-07-27,23,32.8,27,76,0,10.4,4,20,Serang
2019-07-28,24,33.6,27.9,75,0,10.1,3,360,Serang
2019-07-29,23,32.6,27.1,76,0,7.2,3,360,Serang
2019-07-30,23,33.4,27.6,75,0,3.7,3,30,Serang
2019-07-31,22,33.6,27.1,70,,8,6,30,Serang
2019-08-01,22,34.1,28,69,0,9.6,3,40,Serang
2019-08-02,23,33.6,27.1,73,0,6.4,4,40,Serang
2019-08-03,23,32.8,27.1,74,0,6.9,4,10,Serang
2019-08-04,23,33,28,71,,5,6,350,Serang
2019-08-05,23,31.6,25.9,76,0,8.6,4,80,Serang
2019-08-06,21,32.6,25.8,68,0,6.4,4,10,Serang
2019-08-07,20,32.6,25.8,71,0,9.6,3,350,Serang
2019-08-08,21,33,26.1,74,0,7,4,340,Serang
2019-08-09,21,32.6,27.2,73,0,6.4,4,10,Serang
2019-08-10,21,32.6,26.4,76,0,4.5,4,10,Serang
2019-08-11,21,32.6,27.8,74,0,9.5,4,10,Serang
2019-08-12,21,33,26.9,76,0,8,4,40,Serang
2019-08-13,23,32.8,27.3,77,0,7.4,4,90,Serang
2019-08-14,23,33.2,27.2,76,0,7.4,4,40,Serang
2019-08-15,23,32.8,26.9,79,0,8.1,4,330,Serang
2019-08-16,23,33.2,27.6,77,0,4.8,4,360,Serang
2019-08-17,23,33,28.3,72,0,5.6,4,360,Serang
2019-08-18,23,33.2,27.2,74,0,4.6,5,30,Serang
2019-08-19,21,34.6,26.7,74,0,10.6,4,10,Serang
2019-08-20,21,32.2,26.4,76,0,10.2,5,30,Serang
2019-08-21,23,33.6,27.3,71,0,9,8,50,Serang
2019-08-22,23,33.2,27.4,75,,10.5,4,130,Serang
2019-08-23,23,33.6,27.5,74,0,7.7,4,10,Serang
2019-08-24,24,31.8,27,76,,7.2,3,20,Serang
2019-08-25,22,34.2,26.9,74,,3.7,5,20,Serang
2019-08-26,22,33.8,26.9,72,0,9.3,2,360,Serang
2019-08-27,22,33.6,27.3,78,0,8.8,4,40,Serang
2019-08-28,24,30.8,27.2,84,,6.9,5,320,Serang
2019-08-29,24,32.7,27.3,79,1,0.4,4,360,Serang
2019-08-30,24,34,27.6,72,0,6.4,5,30,Serang
2019-08-31,22,33.4,26.5,72,0,8.5,5,10,Serang
2019-09-01,22,33.4,26.9,74,0,9.8,4,10,Serang
2019-09-02,22,34,27.2,75,0,9.5,3,30,Serang
2019-09-03,23,33.6,28.2,74,0,9,3,150,Serang
2019-09-04,23,34,27.6,75,0,6.7,4,40,Serang
2019-09-05,24,32.8,28.3,73,0,8.2,4,320,Serang
2019-09-06,22,33.2,27,77,0,3.5,4,10,Serang
2019-09-07,23,32.6,26.8,79,0,7,4,30,Serang
2019-09-08,22,33.2,26.9,74,0,5,3,20,Serang
2019-09-09,22,33,26.8,76,0,5.5,6,40,Serang
2019-09-10,22,34.8,28.8,68,0,7.9,6,30,Serang
2019-09-11,20,34,26.7,68,0,9.4,5,30,Serang
2019-09-12,21,34,27.1,68,0,10.3,4,10,Serang
2019-09-13,22,33,26.8,72,0,7.7,4,350,Serang
2019-09-14,20,32.2,25.9,71,0,9.8,6,330,Serang
2019-09-15,20,32.8,26.1,70,0,6.8,6,10,Serang
2019-09-16,21,33.4,27.7,73,0,7.9,6,50,Serang
2019-09-17,23,33.5,27.9,73,0,7.7,4,10,Serang
2019-09-18,24,34,28.3,74,0,7.2,6,30,Serang
2019-09-19,25,33.2,27.8,78,0,8.7,4,10,Serang
2019-09-20,24,33.4,28,74,0,5.8,4,350,Serang
2019-09-21,22,34,27.8,68,0,7.3,4,310,Serang
2019-09-22,22,34.4,27.5,71,0,7.1,4,320,Serang
2019-09-23,24,33.6,28.2,71,0,8.8,5,90,Serang
2019-09-24,23,34.6,28.8,73,0,8.8,5,10,Serang
2019-09-25,24,34.6,28.2,73,0,8.2,5,10,Serang
2019-09-26,24,34.8,28.7,73,0,8,6,40,Serang
2019-09-27,24,34.1,28.6,70,0,10,6,350,Serang
2019-09-28,24,34.4,28.7,70,0,7.8,5,30,Serang
2019-09-29,24,34.6,28,74,0,7.5,3,20,Serang
2019-09-30,23,34.2,27.5,76,0,9,4,350,Serang
2019-10-01,22,35.4,27.7,72,0,5,4,20,Serang
2019-10-02,22,34.8,27.8,74,0,8.3,4,10,Serang
2019-10-03,23,33.8,28.5,70,0,8.5,3,10,Serang
2019-10-04,23,36.1,28.8,69,0,8.3,4,30,Serang
2019-10-05,24,35.3,29.3,62,0,9.1,4,40,Serang
2019-10-06,23,35.8,29,62,0,10,4,20,Serang
2019-10-07,23,34.4,28.2,65,0,9.6,4,350,Serang
2019-10-08,23,36,28.8,70,0,9.3,4,20,Serang
2019-10-09,24,34.4,29.3,71,0,8.6,6,20,Serang
2019-10-10,24,34.8,27.5,78,0,9.5,5,350,Serang
2019-10-11,25,35,28.6,76,11.2,2.6,3,350,Serang
2019-10-12,24,34,28.3,74,0,5.3,3,350,Serang
2019-10-13,23,34,27.9,75,0,4.6,3,360,Serang
2019-10-14,23,34.2,28.3,74,0,5.3,5,20,Serang
2019-10-15,24,34.6,28.8,74,0,7.1,6,30,Serang
2019-10-16,24,34.6,29,71,0,8.2,4,350,Serang
2019-10-17,25,34.8,29.3,72,0,7.2,4,10,Serang
2019-10-18,24,34,28.5,77,0,6.3,3,50,Serang
2019-10-19,25,34.4,28.8,73,0,3.4,4,20,Serang
2019-10-20,24,35.2,29,70,0,8.2,4,10,Serang
2019-10-21,23,34.9,28.9,67,0,8.2,4,10,Serang
2019-10-22,24,37.4,30.4,60,0,10.4,5,10,Serang
2019-10-23,23,36.8,29.4,66,0,10.4,4,20,Serang
2019-10-24,24,35.4,29.1,67,0,10,4,10,Serang
2019-10-25,24,35,29.2,72,0,9.3,4,340,Serang
2019-10-26,24,34.4,29,71,0,8.5,4,140,Serang
2019-10-27,24,35,28.5,74,,7.7,3,20,Serang
2019-10-28,25,33,28.2,76,0,2.8,3,320,Serang
2019-10-29,24,34.4,28.8,70,,1.3,6,360,Serang
2019-10-30,23,34.8,28.3,73,0,3.5,3,70,Serang
2019-10-31,23,35,29,67,0,8.5,4,360,Serang
2019-11-01,23,36,29.6,61,,7.2,4,160,Serang
2019-11-02,23,33.6,28.3,68,0,7.9,4,260,Serang
2019-11-03,23,34.6,28.5,70,,5.5,3,320,Serang
2019-11-04,25,33.6,27.8,78,0,4.6,5,260,Serang
2019-11-05,24,35.2,28.6,75,17.6,7.2,4,10,Serang
2019-11-06,24,35.6,29,69,4.6,8.3,4,350,Serang
2019-11-07,22,36.2,30.4,56,0,10.2,4,340,Serang
2019-11-08,21,36,28.5,64,0,11,5,250,Serang
